"Username","Content","Date","Rating","Source","Engagement"
"Iris","I just received my order for a women's shirt and the quality is appalling. It looks nothing like the photo. The design proportions are completely off. The material is the thinnest, cheapest, gauze-like cotton. The size M is an XL. I can't believe the prices they charge, as if any NFL shop would put this on a hanger. I'm very upset that I lost a fair amount of money on an item I also really wanted. It is exactly like a junk $2 shirt from China. It looks HORRIBLE.",2020-02-09,1,"Trust Pilot",NA
"Emil Eskeby","My order should have arrived already and it says that it is shipped but i can’t track it nor get in touch with any costumer service. I want my money back. I Do not recommend this store.",2020-11-04,1,"Trust Pilot",NA
"SR","I ordered a women’s zip up hoodie, men’s hoodie, and stocking cap right after the AFC Championship on Jan 20 so we would have super bowl gear for the game.The women’s hoodie was a special order so would “guarantee ship” by the 28th to arrive on the 4th. Both other items arrived a bit early so I kept fingers crossed the hoodie might arrive on time but if not, no big deal.Never received any update emails. Finally I called and they said it would def ship on the 28th but they waived my return fee in case I decided to cancel.I called again after ship date to confirm it had shipped because at lease I would get it in time for the parade.Nope, it was now SHIPPING on the 4th—no communication to tell me this.I called again today—the 9th—to find out it had been delayed again so I canceled the order.How does it take 3 weeks for a clothing company to ship one shirt and why would I not receive updates about the status? Insane.On the phone, they told me that o needed to call to ASK for an email with my order number in order to receive that information even though I HAD an email with the order number—track my item still didn’t work. SMH",2020-02-25,2,"Trust Pilot",NA
"Noneya","Same reason allot of people on here are complaining, the $9 return shipping label. The hat I ordered looks nothing like the one I received, so I went to return it and found that the hat I bought on sale for $17 is now going to cost me $9 to return it.... dumb. So I'll only get refunded $8 even though it's not my fault the hat doesn't match the picture. Lesson learned. I'll never buy from them again. I'll block all their ads and let everyone I know about this terrible return policy",2020-02-09,1,"Trust Pilot",NA
"Jordan Missey","While I've ordered plenty of items off if fanatics, it is nearly impossible to get an authentic Adidas St. Louis Blues Jersey and I don't want the cheap fanatic jersey. All the Adidas jerseys say they are almost gone.  If they are the prime dealer if nhl items they should have plenty if all items and if not they should be restocking. Also issues with Adidas and the NHL, if they are in partnership shouldn't their website sell more than 20 items if NHL? They seen more interested in basketball?  Last i know they aren't the primary jersey supplier for the NBA.",2020-02-09,2,"Trust Pilot",NA
"Olle Engström","Hi, 2 months ago I bought a t-shirt from uzifanatics.com and it still hasn’t even got shipped. Honestly I feel scammed on 24 bucks. I would love if somebody helped me. Ps I live in Sweden",2020-02-08,1,"Trust Pilot",NA
"Julian King","Stole $70 from me, ordered a jersey in November and got the shipping number and the day it was supposed to come in it never showed or said delivered. I’ve tried multiple times to contact through email and have never received a response",2020-02-08,1,"Trust Pilot",NA
"Hall","Nflshop has the worst customer service representatives and supervisors l ever known. I ordered a Jersey on the 1st and was to receive it on the 7th. I received no email or tracking telling me lof the delay. Instead l got a nasty rep who told me it was promised on the 12th.  This is the short version. I will never order from these clowns again. I didn't want to give 1 star. They are ZERO.",2020-02-08,1,"Trust Pilot",NA
"Luis Rosado","Never Order from Fanatics! They Ruined My Christmas!!! Ordered a Bunch of items and even payed extra for guaranteed delivery before 12/24. Items never showed up, they never called, never emailed. I had to call them. Wait 45 minutes only to talk to their RUDE employees who act like they can’t do anything. After going back and forth with them about their “ Before The 24th Or it’s Free” policy, they decided it was easier for them to fully return my money without my consent and simply wash their hands. I had to explain to a lot of family members especially my kids that I had IOUs for their gifts! Absolute BS! I’ve spread the word about them to all my friends and family! DONT BUY FROM FANATICS!",2020-02-07,1,"Trust Pilot",NA
"Product Of My Environment 914","Wow. I am extremely happy I checked these reviews before I placed any orders. I will absolutely not be ordering from here.",2020-02-07,1,"Trust Pilot",NA
"Kate","How is this company still in business?  I returned 4 items from Christmas that had taken a full month to get to me...so no longer needed. Although they all came in the same small box, they wanted them all shipped back with separate return labels and therefore (big surprise) deducted $10 from each ""seperate"" return upon arrival. This ghost company is so deceptive. I will never shop there again. Customer service is awful and nonexistant.  Too bad, because their inventory is great.",2020-02-07,1,"Trust Pilot",NA
"Ken","I will never order from them again.  I ordered 2 items on Jan 26. I received notices that they were on their way only to find Fedex/USPS was returning both separate packages due to an incorrect address.  We live in a 220 unit apartment building in Manhattan and hundreds of packages arrive here daily.  Called Customer Service and they said upon return, the items go back into inventory - there is no follow up on why the package was returned due to the ‘incorrect address’.  Don’t ever order from their site - can’t believe they have the licenses for almost every sports league!!",2020-02-06,1,"Trust Pilot",NA
"Chris","The Overwatch League jerseys I have seen have been surprisingly poorly made given the cost. Would avoid.",2020-02-06,1,"Trust Pilot",NA
"Cherri H","I ordered 2 jerseys on Dec. 4, 2019 as Christmas presents for my sons and still have not received them as of today Feb. 6,2020. I have tried to contact them 3 times and never got a response. When I got the tracking info I would go to the site to track them and it said it was an invalid number.Update: It is now 2/27/2020 and I still haven’t heard back on any of the emails I’ve sent or received my order.",2020-02-06,1,"Trust Pilot",NA
"Danute Krebs","They tell you that your shipment time is stated on the website before you actually place an order but they don't give you the real time. It's ridiculous that it takes four or five days just to confirm shipment and then it takes 14 days to ship it! Customer Service doesn't help or want to help. They just say it's shipped and you can return it. Had I known in the first place that it was going to take two weeks for an item I wanted to ship, I would have never ordered it. No wonder Amazon is the preferred place to shop online!",2020-02-05,1,"Trust Pilot",NA
"Jeannie","Wish I read the reviews before ordering.  Ordered 2 shirts a week and a half before the Superbowl, I received an email the next day stating they would not be in until after the Superbowl, tried to cancel the order by to no avail, no phone # to get in touch with anyone.  Received another email yesterday that the women shirt was no longer available.  Today I received another email that the mans shirt no longer had a shipping date, received another email today stating the shirt has shipped.  It will be returned.....What a terrible way to do business.  Wish I could have left 0 stars",2020-02-04,1,"Trust Pilot",NA
"Wroy","So disappointed.  KC Chiefs AFC Champions 19 JAN, ordered shirt 20 JAN, order states won't be shipped until 30 JAN and will not arrive for Super Bowl.  Fine, order states arrive by 6 FEB.  Fine, I'll watch the parade without.  Watching parade, checking order, updates...arrive 11 FEB.  Screw this, over 3 weeks to get a shirt??  FEDEX Tracking had shirt in Ellis, KS yesterday, instead of sending teh 400 miles to Colorado, they send it an extra 100 miles to Sacramento, yes in California.  What the... Fanatics, get your act together.",2020-02-03,1,"Trust Pilot",NA
"Matthew","Bought two shirts. Neither fit. They wanted $9.99 to return them!",2020-02-03,1,"Trust Pilot",NA
"Nini Green","Placed a next day shipping order on 1/28/2020 and was scheduled to arrive on 1/31/2020; here we are today 2/3/2020 no shirt!! Called customer service and they said ""sorry for the wrong information you were provided but I see here it's not scheduled to ship out till 2/4/2020. Also, I paid for two day shipping for another  order and it took 10 days. Do not order from this company!Update: yes, my money was refunded because I called, canceled and asked for a refund. I order that shirt for a super bowl event and you were not able to delivery. Please, do not make it seem as if you refunded me money on your own accord.",2020-02-02,1,"Trust Pilot",NA
"Chris","Gotta love wanting to return a hat that I paid roughly $23 for.  I know it's not much, but then the hat isn't what I thought was on the website  So I set up the return and I'll get back about $7.  Wow.  Thanks for the refund.  How is return shipping costing me $16?  I guess I'll go ahead in the future and pay a little extra to Lids or the MLB Fanshop and actually get some service.",2020-02-07,1,"Trust Pilot",NA
"avaa","Customer Service is ridiculous. I ordered the item I wanted before it sold out, and they sent me the wrong thing! Now they are sold out and its basically just ""Sorry for ya, now go out of your way to ship the item back to us"" The person I was talking to never even asked me anything about the item I received instead or what I was trying to order. For THEM to send the wrong item, and you can't even get a refund until you fix their mistake by sending it back is a joke.",2020-02-28,1,"Trust Pilot",NA
"Tobias Grahn","Made an order 15th of januari. My card was charged but the order failed. Money is gone at the moment. I have spoken with my bank and got a statement pdf saying a complete transfer 18th of january. But they still say they don't have the money. So my 230.99euro I've sent to blizzard gear store (fanatics) is gone.Update:You are referring to a order at the US store. I'm referring to a order at the EU store. They are not replying to my mails anymore. So I guess they don't care.",2020-02-04,1,"Trust Pilot",NA
"Liz","Do NOT order anything from this company. I ordered a Chiefs Shirt to wear for Super Bowl. I ordered it about 2weeks ago-it went out Fedex on 1-23 and was suppose to arrive yesterday. Just found out it’s not coming until Monday-AFTER the Super Bowl. Thanks Fanatics-YOU SUCK. I will NEVER order from you again. Sh**ty business practices.I have reached out per your “request” but telling me that you will pay for return shipping ( I don’t even trust that) doesn’t give me a Chiefs shirt to wear for Super Bowl 2days ago.",2020-02-04,1,"Trust Pilot",NA
"JimWes","I ordered 5 superbowl items on Jan 21 . I ordered 2 day delivery knowing that the usps still deliver on Sat. I also knew that the web site said items would be sent out AT THE LATEST Thursday prior to superbowl. Well now I know Fanatics first used Fedex because they were cheaper even though they charge an outrageously overprice of 18.99 for two day. I also know from my research of Fedex that Fanatics did not pay their fee to Fedex for Saturday delivery. It is Outrageous that Fanatics has no clue that people have partys to enjoy giving out some of these trinkets. Well the items  are sitting at fedex 10 minutes from my home and I am not allowed to pick them up. Just a poorly run situation. My $18.99 should be returned to me as they failed on their 2 day delivery wheNthe US post office, if selected by Fanatics delivers packages on Both Sat and Sun. Fanatics    AVOID",2020-02-04,1,"Trust Pilot",NA
"FC","Very disappointed with Fanatics.  I have waited 50 YEARS to see my Chiefs in the superbowl.  We are a family from KC who now lives in Portland so it’s impossible to get Chiefs gear here.  I placed an order for Chiefs superbowl shirts for my entire family on 1/21.  Was guaranteed shipment of on 1/30 and paid $30 to guarantee arrival on 1/31.  Didn’t happen.  Called today and was told that my shipping would be upgraded for delivery on Saturday in time for the superbowl.  Checked back this afternoon and saw that the order STILL hadn’t shipped.  Called back to customer service and was told it wasn’t happening.  No explanation whatsoever, just wasn’t going to happen.  Very upset that my family won’t have shirts for our first superbowl in 50 years.  I trusted fanatics to get us our shirts in a week and a half time frame and they fell through.  👎 Won’t trust them again.  So incredibly disappointing, we wanted this memory in pictures for our family in our Super Bowl shirts because you never know when it will happen again and your family will be all together.",2020-02-02,1,"Trust Pilot",NA
"VT Mom","Never ordering from this company again.  I ordered a sweatshirt.  It came in the wrong school colors.  It was customized, so they said I could return it and they would look at it.  If they decide it is defective they would refund my money.  If they think it is fine, they would keep my money AND the sweatshirt.  They said it was up to me to decide to take that chance.  WHAT KIND OF POLICY IS THIS?      Crooks!!",2020-02-01,1,"Trust Pilot",NA
"CJ","Fanatics is awful.  First they sent me an XL sweatshirt that probably fit like a medium.  I just wanted the item in the correct size.To return it, I was going to be charged about $11.  I tried using Chat to talk with someone, and it was an automated chat site that couldn't understand even basic questions in English.  There did not appear to be an option to either chat with, or call, a human.Don't bother with them.",2020-02-01,1,"Trust Pilot",NA
"Joe Hoover","Lies Lies Lies!!!   They shipped my Super Bowl items a week later than promised.  Then they shipped overnight on Friday but REFUSED to designate Saturday delivery.  So my items are set to arrive on Monday.FedEx will NOT allow me to go get the items at the FedEx hub without the shippers approval.  Fanatics REFUSED!!  SUCH A BAD COMPANY!!!NEVER AGAIN!",2020-02-01,1,"Trust Pilot",NA
"Pizziera Owner","Do not order their brand shirts with screen print.  They will look awful after only one washing even after turning your shirt inside out.",2020-02-01,1,"Trust Pilot",NA
"steve steyer","I ordered a Jersey for my stepson they said 3 to 7 days I would receive it 4 days after the super bowl and 2 weeks after I ordered it THANKS FANTASTICS FOR RUINING THE SUPER BOWL FOR ME I will never order or refer you to anyone like the other review said I wish I could give them a negative star",2020-01-31,1,"Trust Pilot",NA
"rick murillo","I ordered a pair of Maui Jim pokowai arch Manchester United sunglasses I received a pair similiar the Red Sands model. I called and since the order was expedited they shipped out another pair the next day I received the Same wrong pair ! I explained to the lady the day prior their label was wrong as they had the label of the right pair on the wrong box so now I have two pairs of the wrong glasses that were expedited to me  you would think if you sent something wrong once you would verify what was in the box the second time! •••UPDATED••• I just want to say Fanatics did everything possible to correct these mistakes and I received the correct order two days later I still have to return the two wrong pair but that was also made very easy I really appreciate the Deanna and her efforts to correct I understand mistakes happen but they did show they truly cared to correct and make right !",2020-01-31,5,"Trust Pilot",NA
"Ashley Forrest","Terrible.  Ordered WAY ahead of Super Bowl.  Said it was in stock, 5-7 days for shipping.  Never received an email confirmation - I guess they don't do those??  Called by business-day 8 when I hadn't gotten it and a guy said - ""Oh I can get it shipped today for you and get it there tomorrow by upgrading your shipping to next day.""  Also said he's send me an email confirming all this. Ok - great.  Except for none of that happened.  Now on track to get here AFTER the Super Bowl.  Called again today and they lady on the phone said - ""Yep, we really messed up.""  What in the world???  DO NOT ORDER FROM THEM.  They're AWFUL.",2020-01-31,1,"Trust Pilot",NA
"Debbie Boardman","Ordered 4 shirts for Christmas.  2 of them were the same shirt different sizes.  Only 3 of the 4 were shipped (only 1 of the 2 shirts that were the same).  Fanatics (shop.acc.com) refused to refund the 1 that they didnt ship.  DO NOT BUY FROM THEM!It’s nice that you wish to resolve it. Maybe you should look at the dispute I filed with PayPal THAT YOU REFUSE TO RESOLVE. THE ONLY OPTION WAS TO RETURN THE 3 items that I already said were given as gifts.",2020-01-31,1,"Trust Pilot",NA
"Chris Langdon","Ordered a shirt a week ago for Super Bowl. Called today and now they are saying the shirt is not available. It was supposed to arrive today and now I am stuck without a shirt for Super Bowl. Offered a 20% coupon on future purchases. No thanks",2020-01-31,1,"Trust Pilot",NA
"doug frew","I wish I could give 0 stars. I ordered a jersey with fanatics, first of all they dont state that items are personalised and will take more time due to this until you order, fair they put it in the bottom FAQs so I can take that hit but it's still annoying, they should state this fact when you are buying. I phoned 2 times to cancel and each time it just rung out until I was told the call was cancelled. They have no indication on how to cancel a product and I'm assuming that mean you have to phone but guess what, I cant get through. By the time the item is here it will be far too late. So that's me out 75 pounds. I will keep phoning and I will email to cancel but with how unprofessional this company seems to be I dont expect any replies. Do not use this company! Look elsewhere.Edit: They replied...I have emailed already, I'm not emailing again. Go check your emails.",2020-01-30,1,"Trust Pilot",NA
"Mike","Disappointed in the entire situation, I ordered a KC Super Bowl jersey the night they won the AFC Championship, my order has been ""pending"" ever since. It was due to ship yesterday. It has not shipped and is still pending. I was told earlier by customer service that if i did not receive an shipping email by noon today then the jersey would not be delivered in time before the game. I paid for next day shipping and the fact that the jersey still hasn't been shipped is disheartening. For a company that sells Superbowl items you would think that they would make sure that all superbowl orders were delivered prior to the game.",2020-01-30,1,"Trust Pilot",NA
"James Davis","Never use this company! They claim super bowl bound items will be to customers by game time and that is not true! Why order super bowl 54 items if u can’t wear it until super bowl 55! My hat won’t get here until 2/8/20 and my shirts haven’t shipped at all this is ridiculous and shameful!",2020-01-30,1,"Trust Pilot",NA
"Dissatisfied","Worst service ever! Placed a large order for my family anticipating the delivery BEFORE the event and I just keep getting those stupid emails that the order is delayed. A few items have shipped but the delivery dates are for next week, which is after the event. I've tried canceling the order but since a shipping label was created they couldn't cancel. Beware of this company. I will be returning everything, if it ever arrives, then filling a complaint with the BBB.",2020-01-30,1,"Trust Pilot",NA
"CoCo NgUYEN","Customer service Supervisor hung up on me when I asked her to read the shirt I bought. It was a Miami bound Super Bowl shirt I paid more than the thing was with! When I ordered it on the 23 it did not mention special even to be mailed by the 31st. In fact, it said guaranteed by the first! The woman argueD it told me three times before I paid...lol...ok even if it did...why is it not here. Even slow shipping is a week. It’s now saying estimated deliverY,  feb 20. By then, why would I want it! It’s for a Super Bowl party! The team , even if they win will be long gone from Miami and the leftovers for  sure will be on sale!  She pointed out my shipping was free..well duh...it says orders over 29 ship free ...not orderS over 29  come late if shipped free. Even if I paid for shipping it wouldn't have gone out until the 31. Oh. I can’t get my money back because it’s been shipped....lies....a label was created, yet it sits in a warehouse in Ohio. Not the first time this company has burned me.  The supervisor was so rude. Never gave a name anD started with attitude. I never was rude. She jusT felt dumb because I was right. I called again and they offered 20 percent off...lol.... why not offer overnighting my item. Ohhhhh it’s going back....I’m not wearing it after the special event...lol. Btw , that shirt was probably barely made today...jerks. They were overloaded with calls today so i know I’m not the only one.",2020-02-01,1,"Trust Pilot",NA
"Jeromy Kelsey","This is absolutely the worst company you can ever do business with. A bot will respond to the post talking nonsense about how they are customer first. That is a total lie. They blow their shipping dates after they promise to have it to you by a certain date and will do nothing about it. What is worse is that unlike most companies, these scum bags charge you before they actually ship the item. I consider it to be theft when you say you have something, you charge me for it and then don’t have it. Avoid the collection of scammers at all cost.",2020-02-05,1,"Trust Pilot",NA
"Mike","Ordered poster week ago. Label created 4 days ago. Has yet to be shipped ! Worst place to order anything !!",2020-02-01,1,"Trust Pilot",NA
"Kathlyn Gerace","If I could I'd give it a MINUS star..I set up an account and THAT'S on the site but gee..the order that I made on Jan. 21st..guaranteed delivery that I paid dearly for of Weds. Jan. 29th for this is also a superbowl jersey order that was GUARANTEED deliver and paid for it dearly..they have charged my card, have no record of the order and the 'Live Chat' nonsense is a computer generated message that only asks me over and over again for an order number that I put in 8 times now!!!  Can't wait to see what they 'don't' do when I send it back FOR A REFUND...THAT'S OF COURSE IF I EVER RECEIVE IT!!  I took over $75 and THREW IT AWAY...no big deal, right!!!I DID RECEIVE THE ORDER AND I'LL SAY UNEXPECTED BECAUSE OF THE FACTS NOTED ABOVE, NO E-MAIL CONFIRMATION OR TRACKING INFO. RE SHIPMENT WAS EVER SENT AND NO RECOGNITION WHATSOEVER OF MY ORDER NUMBER DURING THE UNBELIEVABLE WASTED COMMUNICATION WITH A NON-RESPONSIVE AUTOMATED LIVE-CHAT WHEN ORDER NUMBER WAS ASKED FOR AND SUBMITTED REPEATEDLY...THE INABILITY TO TRACK ORDER AND POOR LIVE CHAT CUSTOMER SERVICE IS NOT SOMETHING THAT I CAN FORGIVE NOR FORGET AND WILL NOT BE ORDERING IN THE FUTURE...BUT...IN FAIRNESS, DID RECEIVE THE ORDER.",2020-02-01,1,"Trust Pilot",NA
"Kelly","Horrible product.  Just received my shirt a day ago, gave it a wash, and poof there goes the logo.  I have seen this review all over now, just wish I would have seen it before I bought a 32 dollar POS.",2020-01-31,1,"Trust Pilot",NA
"Roosevelt Gillette","Ordered a Niners Jersey for my wife the day the Superbowl teams were set. Site said it was in stock and would ship within 3 days. That turned into the Tuesday Superbowl week. Did not ship then so I contacted them. They then said that it would ship the Thursday before the game and I could get it Friday if I paid $25 upgraded shipping? Nope you're not gouging me. refund my purchase and I'm done with fanatics. I'll shop at the local malls. Oh and NFL Shop is Fanatics. Don't be fooled.",2020-02-04,1,"Trust Pilot",NA
"Chance Anderson","I bought a Travis Kelce Chiefs sweatshirt near the beginning of December, bitter end of November. It comes 2-3 days after the date I was told it would. It has a decent amount of threads hanging off of it varying lengths. I cut them off and go on as the rest of the product looks like a decent quality.  I wash the sweatshirt once and it loses a minor amount of the lettering, which surprised me because it still was a large amount lost in a first wash. I wear it a few more times, but the most recent time I noticed the lettering was a good 75% missing. I have ordered many sweatshirts, and I have a decent amount with the same type of lettering material used which have lasted much longer than this one. I called customer support today. The first time I called, a customer support member answered then immediately hung up. It was a 23 minute wait prior to their answering. I called again, 45 minute wait this time, I finally get an answer and they find my order. The support member offers me a 20% off code, which the NFL Shop always has and it doesn't stack, as he says it cannot be returned or exchanged. I am disappointed in the lack of quality of the goods I received as well as the support I was given. Will most likely not purchase from again unless this situation is resolved",2020-01-30,1,"Trust Pilot",NA
"Michael","Ordered my 49ers gear a month ago, still hasn't arrived. everything I ordered was in stock. Had to reorder my wife's jersey after they raised it $50!",2020-01-30,1,"Trust Pilot",NA
"Bruno Cendón","EDIT: All arrived in time. I'm just giving 3 stars as I think that the support and tracking isn't at the level it should be, but hey! Even last minute before SB all is here!!!OLD REVIEW:It's been 10 days since I ordered 49ers gear that was supposed to ship the 28th and maybe make it for the SB. It's 29th and they've just shipped a hat that it's supposed to arrive AFTER the SB, and the jersey I ordered still not shipped. I've been waiting on the phone for 20 minutes and here I am, still hearing to some funny music. Is this the service they want to give as the official NFL gear provider. It's really bad!!!! Never again!!!!",2020-01-30,3,"Trust Pilot",NA
"Jean","I placed and order back in 12/04/2019-The order still shows pending on their end. I sent an email to customer service and their response was that the item I purchased is currently on back-order and should ship January 29, 2020. I don't want to wait another day since I have been waiting for almost two months now. I will contact the Federal Trade Commission & my state Attorney General if this issue is not resolved by tomorrow. For what I can tell from the reviews, these people are just using our money over and over again. Order #279-2608-2059",2020-01-29,1,"Trust Pilot",NA
"Robby Allen","Ordered a AFC championship shirt.... initially it was supposed to be delivered in a week but then changed to a month after the original order!! Why would I want a shirt that I could by on clearance after the super bowl??! CROOKS!Not that this company cares..... but I’m gonna leave a bad review on every review site I can find and put them on blast on Twitter",2020-01-29,1,"Trust Pilot",NA
"ROBBED BY THIS COMPANY","Placed my order on 3 December 2019.... after 10 email try's I got some BS answer from KATTY on 17 January 2020 that my jersey was in a truck accident on a highway in Pennsylvania.  asked I don't hold the payment that they would refund my money and still send the order. well its February and guess what.. no stuff.. no refund ..and no product . Also the mysterious Katty doesn't answer emails  anymore..completely suck is a compliment to this organization",2020-01-29,1,"Trust Pilot",NA
"One punch King.","Wow I'm super unsatisfied I have been buying products from this company for 8 years and today I didn't receive my 49ers tshirt or SF giants T-shirt. I'm still on hold almost 1 hour no help. Now I'm scared I won't receive my expensive Jimmy G jersey with the Superbowl patch, before I ordered it, it said it would be delivered before Jan, 29 now it says Feb 4th wow! The point was to get my jersey before the Superbowl. So what's it gonna be am I gonna get refunded for two of my tshirts and the delay of my Superbowl jersey come on fanatics. You make millions of dollars a year and can't provide faster shipping and better packaging. My shirts said they were delivered via Postal service, at 3pm I checked my mail around that time and there wasn't anything there. 😡",2020-01-29,1,"Trust Pilot",NA
"Vianney","Have been trying to get in contact with customer service to modify an order. Nothing on chat or twitter. Currently on the phone and on hold ""waiting for a representative"" for the past 2 hours. Is this company even real???",2020-01-28,1,"Trust Pilot",NA
"Carlos Lopez","This place sucks i ordered a Saints hoodie for my son for christmas washed it once and its all faded poor quality material i would never order from here again i rather pay extra to get a original one at store including jerseys and hats my hat was not the true size and it was swapmeet material",2020-01-28,1,"Trust Pilot",NA
"A","Ordered a jersey for the Super Bowl and my account never updated with the order. I wanted to make sure I had the jersey in time so I ordered again with faster shipping. The first order never showed up on my account but was charged twice on Paypal. I sent an email to customer service (linked from PayPal) which bounced. The only way to get their attention was by creating a PayPal ticket. Now they say both jerseys shipped but I can't return the extra once since it's not on my account. Can't ""chat"" with a representative because it's a bot and all the ""humans"" are all busy. Their  365-day return policy deducts $10 for shipping which you don't want to pay if you're unable to cancel a duplicate order. I want to return both jerseys and never deal wtih them again. I do not recommend ever buying from them.",2020-01-27,1,"Trust Pilot",NA
"Seldom Seen","I bought 3 shirts from these con artists!!..I washed one shirt, it faded,shrunk and the letters peeled like I've had for about 5 years..my wife hand washed and hung the other two outside to dry.I will NEVER!! order from them again or recommend them to anyone EVER!!",2020-01-27,1,"Trust Pilot",NA
"Gejordan45","I bought a Celtics hoops for Troops shirt and after one wash the material is peeling off the shirt. This is a cheap company.",2020-01-27,1,"Trust Pilot",NA
"kennethmiyao","I purchased a Kobe Bryant photo with a game used basketball.  I bought without knowing of Kobe's tragic death.  Today, Fanatics sends me an email and advises that due to Kobe's death, they are cancelling my order and refunding my money.  They will most likely sell what I bought for much more money.  That will help my small claims court lawsuit.  I am contacting the consumer affairs department with the state Attorney General's office regarding Fanactics fraudulent activity.  Do not buy anything from this phony company.Today, they contacted me and said that when they sold me the item, they were all sold out.  This is inconsistent with what they originally told me.  They said that because of Kobe's tragic death, they were canceling my order and refunding my money.  Can you trust a company that lies to it's customers to make a few more dollars.  I trusted this company, and I ask all readers of this review to buy from another company.",2020-01-25,1,"Trust Pilot",NA
"Brandon Walling","Horrible customer service and they never deliver products on time. I have been ordering from these guys for years because they are the official partner for my teams apparel. Just recently ordered championship merchandise the moment it went on sale. Was advertised as shipping no later than Jan. 22nd. None of it shipped by then, and they don't offer any compensation for it, just tell you sorry for your luck. Some or my order hasnt shipped yet and isn't even expected to make it till after the Super Bowl. Then customer service gets unprofessional with me. How is it all other major online retailers can offer free 2-day shipping, friendly customer service, and meet shipping deadlines, but Fanatics can't?",2020-01-25,1,"Trust Pilot",NA
"Rachel","They ""claim"" 365-Easy returns, but what they don't tell you is that there is a $9.99 fee to return!! I bought a shirt for $13 that didn't fit, and then I received an email that I was only getting about $3.00 back!! It would be fine if they made the return fee clear from the start, but they did not. I feel duped.",2020-01-25,1,"Trust Pilot",NA
"Adrienne","Unfortunately my husband allowed our 12 year old to search the web and purchase a hoodie from his alma mater. Typically I always check reviews from an unknown company before I place any order and unfortunately this wasn't done. The hoodie is poor quality and the wrong size for a 12 year old. After reading their return policy I'm shocked this company is still in business with the $9.99 shipping fee they're charging me plus tax for the hoodie return. We spent $42.00 on a hoodie and we're only receiving $27 back. We'll never deal with this company again because next time we'll go directly to the university bookstore. Legitimate companies don't charge shipping when you make returns.",2020-02-01,1,"Trust Pilot",NA
"Megan Hockett","Horrific is a kind word on this one. What is the point of having an event item that won’t even be delivered until after the event? Customer service was completely rude and unprofessional. I will NEVER order fro this “company” again",2020-01-29,1,"Trust Pilot",NA
"Eric Sebring","I have bought several items from Fanatics.  In each order (two) - I received terrible quality items!  The t-shirta are junk! Super thin and POOR quality!  Two of the t-shirts didnt even make it thru one wash without the screen printing comming off the shirts.  BEWARE!  THIS PLACE SELLS JUNK!!!! DONT WASTE YOUR HARD EARNED MONEY!",2020-01-28,1,"Trust Pilot",NA
"Dylan","Canada based - well over a month for delivery...no option for expedited...what year is it? Won't be shopping again. Wish I read reviews before hand,  jerseys look like knock offs",2020-01-28,1,"Trust Pilot",NA
"Shantrice Sparks","I was Pleased that my order came in on the expected,Nd it was what I ordered !!! I’m definitely  Ordering here again!!",2020-01-29,5,"Trust Pilot",NA
"Kim Dubois","Horrible service and decreasing quality.Have ordered from this site for 5 years now....the last 2 years the quality of the product has been awful. The Christmas ornament I ordered looked like a child made it and the logo on the shirt peeled off before my husband even wore it. I returned a hoodie because it was garbage ...as per their crap return policy and never got my refund. Customer Service pretty much said ""too bad"" when I called....so now I'm out the hoodie and my money.Stay FAR AWAY from this company.",2020-01-25,1,"Trust Pilot",NA
"Megan Bell","Terrible service. Ordered a sweatshirt in enough time for a hockey game next weekend, finally received the sweatshirt today and the logo is completely distorted with stains all over the white. Called in to find they won’t return my money until I ship the item back with my own money. Oh but they were going to send me a new one, but it would arrive AFTER the game. After asking to speak with a manager multiple times, the person returned to the phone only to say “my manager said were unable to do that”. Once I finally got the manager on the phone they again informed me I will not receive my refund until I return the item, again with my own money and now I must wait for the one they already shipped to get here even asking multiple times to cancel that shipment. TERRIBLE customer service and would not recommend buying anything from this site.",2020-01-24,1,"Trust Pilot",NA
"Mike","Ordered a Super Bowl shirt yesterday....email confirmed after processing and shipping it would arrive on Feb 7Th!!!! What good is that??? I'm not paying $20 to have a $30 shirt delivered. I've ordered supplies Monday from oriental trading and eBay that I received or will receive by today. Why does it take 2 weeks to get an item!!! It's going back!!!!",2020-01-24,1,"Trust Pilot",NA
"Fue Xiong","I spent 100 bucks on a NFL jersey just to receive a bootleg jersey 4 weeks later. This website is garbage. I have 3 other jerseys I bought from NFLshop.com and they look nothing alike. NEVER BUYING FROM THEM AGAIN. SCAM!!",2020-01-24,1,"Trust Pilot",NA
"Joseph","This seriously has to be by far the worst company on the internet. It’s a shame billion dollar companies like the NFL, MLB, NBA, and NHL depend on them to ship out items. I’m sure some person working out his damn garage could do a better job!!! This company as a whole needs to do a lot of firing and house cleaning, because it is seriously TRASH!!! I buy a $50 e-gift card and it can’t even be used. I finally get through to customer service after waiting over 30 minutes just to be told she couldn’t figure it out and to wait 24 hours!!",2020-01-23,1,"Trust Pilot",NA
"Charlene Donald","Free returns up to 365 days but they charge you $9.99 for label. They sent me wrong item wrong size and wrong team then told me they would not charge me label fee duh I would hope not. No apology and no refund till after they receive item back.",2020-01-23,1,"Trust Pilot",NA
